 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 280350 LAGARTO, 280570 PROPRIA, 280740 TOBIAS BARRETO
Sexo: Fem
Período:2019
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
". 050 Leucemia";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;1;1;1;7
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;1;-;-;1;1;-;1;-;-;-;-;-;1;5
". 053 Anemias";-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;1;4
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;-;-;-;1;-;-;-;1;2;1;4;6;3;7;27;52
". 055 Diabetes mellitus";-;-;-;-;-;-;-;1;-;-;-;1;2;1;4;6;3;7;26;51
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;1;1;-;6
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;1;-;-;5
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;8;12
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8;9
". 062 Epilepsia";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
". 063 Restante das doenças do sistema nervoso";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;1;-;-;-;2;4;6;5;5;8;14;16;22;55;138
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;1;-;-;-;4
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;1;-;2;1;-;2;3;1;3;17;30
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;-;-;2;2;1;2;2;4;3;7;6;29
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;-;-;2;2;1;2;2;3;3;5;6;26
". 069 Outras doenças cardíacas";-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;2;2;10;18
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;-;1;2;1;3;1;6;7;10;21;52
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;1;5
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;1;1;-;-;-;-;1;2;1;2;3;4;4;3;4;7;37;70
". 074 Pneumonia";-;-;1;1;-;-;-;-;1;1;-;2;3;1;3;2;1;6;23;45
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;1;-;-;-;3;1;1;3;1;12;22
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;3
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;1;1;2;7;15
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 082 Rest doenças do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;2;5;11
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;4;8
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;-;-;2;-;-;1;1;-;3;-;1;1;3;6;18
". 086 Insuficiência renal";-;-;-;-;-;-;-;1;-;-;1;-;-;2;-;-;1;-;2;7
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;3;4;11
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
". 089 Outras causas obstétricas diretas";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
". 093 Feto e recemnasc afet fat mat e compl grav";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 096 Trans resp e cardiovas espec per perinatal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 097 Rest afec originadas no período perinatal";2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 099 Malf congênitas do aparelho circulatório";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;1;-;-;1;-;-;1;-;-;1;3;1;2;-;4;4;24;42
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;1;-;-;1;-;-;1;-;-;1;3;1;2;-;3;4;22;39
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;-;-;-;-;-;1;-;1;-;-;-;1;1;1;1;2;6;14
". 104 Acidentes de transporte";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
". 105 Quedas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;5;8
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2
". 110 Agressões";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 113 Todas as outras causas externas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"Total";4;4;2;1;1;3;2;5;7;9;10;18;25;20;31;33;43;64;197;479
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
