 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 280350 LAGARTO, 280570 PROPRIA, 280740 TOBIAS BARRETO
Sexo: Masc
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;3
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;6
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;3
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;3
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;-;2;1;-;7
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;2;4;6;16
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;2;-;1;-;-;1;-;1;-;-;1;6
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3
". 050 Leucemia";-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;1;-;-;4
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;3
". 052 Restante de neoplasias malignas";-;-;-;-;-;1;-;-;-;-;-;-;2;-;3;-;1;1;5;13
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;3
". 053 Anemias";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;-;1;-;1;-;1;1;2;2;1;4;3;4;6;14;40
". 055 Diabetes mellitus";-;-;-;-;-;-;-;1;-;1;1;2;2;1;3;3;4;5;11;34
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;2;5
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;1;-;1;2;6;4;5;1;9;3;-;2;5;39
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;1;-;1;2;5;4;5;1;7;2;-;-;-;28
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;1;-;1;1;5;4;3;1;4;1;-;-;-;21
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;2;5;11
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;1;4;3;12
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;5
". 062 Epilepsia";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
". 063 Restante das doenças do sistema nervoso";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;2;1;6
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;-;-;1;1;-;1;2;9;10;11;17;11;18;66;147
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;3;2;2;18;30
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;-;-;1;1;3;4;4;7;1;6;6;33
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;-;-;-;1;3;4;3;6;1;4;6;28
". 069 Outras doenças cardíacas";-;-;-;-;-;-;-;1;1;-;-;-;1;4;1;1;2;3;7;21
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;1;1;1;5;6;6;7;31;58
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;-;-;-;1;-;2;-;1;-;2;4;1;6;5;7;7;29;65
". 073 Influenza (gripe)";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;3
". 074 Pneumonia";-;-;-;-;-;1;-;-;-;-;-;2;1;1;2;-;1;4;16;28
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;2;2;2;9;19
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;1;-;-;-;-;3;-;1;2;3;1;4;15
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;1;-;-;-;-;1;5;1;3;5;5;6;1;6;6;40
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;4
". 080 Doenças do fígado";-;-;-;-;1;-;-;-;-;-;4;1;2;3;3;1;1;3;-;19
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;-;-;2;1;1;2;1;1;-;-;-;8
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;-;1;3;-;9
"... 080.3 Outras doenças do fígado";-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
". 082 Rest doenças do aparelho digestivo";-;-;-;-;-;-;-;-;-;1;1;-;-;1;2;4;-;3;5;17
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;2;5;13
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;4
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;7
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";11;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
". 093 Feto e recemnasc afet fat mat e compl grav";6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
". 094 Transt relac duração gestação e cresc fetal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 096 Trans resp e cardiovas espec per perinatal";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
". 097 Rest afec originadas no período perinatal";1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
". 098 Malformações congênitas do sistema nervoso";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 099 Malf congênitas do aparelho circulatório";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 100 Rest de malf cong, deform e anomal Cromoss";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;-;-;-;2;-;-;2;-;1;3;4;2;5;3;2;4;26;54
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;6
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;-;-;-;2;-;-;2;-;1;3;4;2;5;3;2;4;19;47
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;-;-;-;9;21;13;17;13;14;7;9;5;4;6;1;4;8;131
". 104 Acidentes de transporte";-;-;-;-;-;-;2;3;3;6;4;4;5;2;1;1;1;2;-;34
". 105 Quedas";-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;1;-;1;4;10
". 106 Afogamento e submersões acidentais";-;-;-;-;-;-;-;2;-;2;-;1;-;-;-;1;-;-;-;6
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;-;-;1;3;-;1;-;2;2;1;1;-;-;1;12
". 110 Agressões";-;-;-;-;-;8;18;7;9;5;6;2;2;1;2;1;-;-;-;61
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;3
". 112 Intervenções legais e operações de guerra";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 113 Todas as outras causas externas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;4
"Total";11;3;1;2;2;15;23;21;30;24;33;34;54;39;68;73;61;77;203;774
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
