 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 280350 LAGARTO, 280570 PROPRIA, 280740 TOBIAS BARRETO
Sexo: Fem
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;1;-;-;-;-;-;-;1;1;1;-;3;6;4;8;3;16;44
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;-;-;1;1;-;2;6;3;6;2;12;33
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;1;2;1;4;11
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;6;9
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;2;5
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;1;-;-;-;-;1;-;1;1;-;1;1;1;-;3;13;23
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;12;16
". 062 Epilepsia";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
". 063 Restante das doenças do sistema nervoso";-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;1;5
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;-;-;-;-;1;2;3;5;9;9;11;13;17;62;132
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;3
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;1;2;-;2;1;3;3;1;15;28
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;-;-;-;-;1;4;5;3;3;7;13;36
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;-;-;-;-;-;4;4;2;2;7;12;31
". 069 Outras doenças cardíacas";-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;1;1;3;10;20
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;4;3;6;23;41
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;4
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;-;1;-;-;-;-;-;1;-;1;2;1;1;3;4;7;28;49
". 074 Pneumonia";-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;2;1;6;17;28
". 075 Out infec agudas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;9;13
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;3;1;1;7
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;1;-;-;-;-;1;-;1;-;-;1;1;1;2;4;3;9;24
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 079 Peritonite";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;4
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3
". 082 Rest doenças do aparelho digestivo";-;-;1;-;-;-;-;1;-;1;-;-;-;1;1;1;2;2;8;18
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;3;9
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;1;4
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;4;8
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;4;7
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
". 090 Causas obstétricas indiretas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";10;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
". 093 Feto e recemnasc afet fat mat e compl grav";3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 094 Transt relac duração gestação e cresc fetal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 096 Trans resp e cardiovas espec per perinatal";5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
". 097 Rest afec originadas no período perinatal";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";3;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
". 099 Malf congênitas do aparelho circulatório";2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
". 100 Rest de malf cong, deform e anomal Cromoss";1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;-;-;-;-;-;-;-;-;1;2;2;6;-;1;3;2;32;49
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;8
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;-;-;-;-;-;-;-;-;1;2;2;6;-;1;3;2;22;39
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;-;-;-;-;2;2;-;1;2;-;-;3;-;-;1;1;8;20
". 104 Acidentes de transporte";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
". 105 Quedas";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;4;7
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
". 110 Agressões";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;3
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
". 113 Todas as outras causas externas";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;3;5
"Total";13;4;6;2;1;1;5;6;3;9;13;22;28;43;37;44;55;57;225;574
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
