 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 280010 AMPARO DE SAO FRANCISCO, 280110 CANHOBA, 280140 CARIRA, 280190 CUMBE, 280220 FEIRA NOVA, 280230 FREI PAULO, 280240 GARARU, 280260 GRACHO CARDOSO, 280310 ITABI, 280370 MACAMBIRA, 280420 MONTE ALEGRE DE SERGIPE, 280445 NOSSA SENHORA APARECIDA, 280470 NOSSA SENHORA DE LOURDES, 280500 PEDRA MOLE, 280520 PINHAO, 280540 POCO REDONDO, 280560 PORTO DA FOLHA, 280700 SAO MIGUEL DO ALEIXO, 280730 TELHA
Sexo: Masc
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6;7
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";7;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
". 093 Feto e recemnasc afet fat mat e compl grav";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 094 Transt relac duração gestação e cresc fetal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 096 Trans resp e cardiovas espec per perinatal";2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
". 097 Rest afec originadas no período perinatal";-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
". 098 Malformações congênitas do sistema nervoso";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 099 Malf congênitas do aparelho circulatório";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 100 Rest de malf cong, deform e anomal Cromoss";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;1;-;-;-;2;1;1;-;3;5;3;5;10;10;7;14;55;117
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4
". 102 Morte sem assistência médica";-;-;1;-;-;-;-;-;-;-;-;-;2;1;2;5;1;6;17;35
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;-;-;-;-;2;1;1;-;3;5;1;4;8;5;6;8;34;78
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;-;2;4;7;22;12;16;18;6;13;8;9;3;6;4;4;3;137
". 104 Acidentes de transporte";-;-;-;-;3;4;11;8;6;9;4;5;6;5;-;3;1;2;-;67
". 105 Quedas";-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;1;2;6
". 106 Afogamento e submersões acidentais";-;-;-;2;1;-;-;-;1;1;1;1;-;-;-;-;-;-;-;7
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;-;3;-;-;1;-;1;1;-;-;1;-;-;-;7
". 110 Agressões";-;-;-;-;-;3;7;4;8;5;1;5;1;3;1;1;-;1;-;40
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;1;-;-;4
". 113 Todas as outras causas externas";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;2;-;1;6
"Total";13;3;6;3;5;10;26;15;24;27;27;32;50;45;55;71;64;74;193;743
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
