 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 320210 ECOPORANGA, 320270 ITAGUACU, 320290 ITARANA, 320330 MANTENOPOLIS
Sexo: Masc
Período:2017
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;-;1;1;1;3;5;10;3;7;2;3;2;2;-;2;1;7;50
". 104 Acidentes de transporte";-;-;-;-;1;-;1;1;4;2;2;1;2;1;1;-;-;-;1;17
". 105 Quedas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;4
". 106 Afogamento e submersões acidentais";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
". 108 Envenen, intoxic por ou expos a subst nociv";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;-;-;3;-;1;1;-;-;1;-;-;-;-;-;6
". 110 Agressões";-;-;-;-;-;1;2;1;5;-;2;1;1;-;1;-;-;-;1;15
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2
". 113 Todas as outras causas externas";-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;4
"Total";4;1;2;2;3;2;3;7;12;4;19;6;17;11;27;12;30;29;94;285
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
