 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 280010 AMPARO DE SAO FRANCISCO, 280110 CANHOBA, 280140 CARIRA, 280190 CUMBE, 280220 FEIRA NOVA, 280230 FREI PAULO, 280240 GARARU, 280260 GRACHO CARDOSO, 280310 ITABI, 280370 MACAMBIRA, 280420 MONTE ALEGRE DE SERGIPE, 280445 NOSSA SENHORA APARECIDA, 280470 NOSSA SENHORA DE LOURDES, 280500 PEDRA MOLE, 280520 PINHAO, 280540 POCO REDONDO, 280560 PORTO DA FOLHA, 280700 SAO MIGUEL DO ALEIXO, 280730 TELHA
Sexo: Fem
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;1;5
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;3
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;1;-;-;1;6
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;2;-;1;7
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;4
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;3
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
". 050 Leucemia";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 052 Restante de neoplasias malignas";-;-;-;1;1;-;-;-;-;1;1;-;-;1;-;-;1;1;2;9
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 053 Anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;1;-;-;-;-;1;-;2;2;-;3;2;4;5;12;32
". 055 Diabetes mellitus";-;-;-;-;1;-;-;-;-;1;-;2;2;-;2;2;4;4;10;28
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;4
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;2;5
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;3
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;3;6
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
". 062 Epilepsia";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
". 063 Restante das doenças do sistema nervoso";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;1;-;-;1;-;1;-;2;4;1;3;7;8;16;18;16;52;130
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;2;-;1;-;1;-;-;-;-;-;4
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;2;-;1;1;1;1;3;5;12;26
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;6;4;2;7;22
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;6;4;2;6;20
". 069 Outras doenças cardíacas";-;-;1;-;-;1;-;1;-;-;-;-;-;2;-;4;4;2;6;21
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;-;2;-;1;2;4;5;7;7;26;54
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;3
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;-;1;-;1;-;-;-;1;-;-;1;2;3;4;4;9;19;45
". 074 Pneumonia";-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;2;3;6;10;24
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;1;-;2;8;14
"... 076.1 Asma";-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;3
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;1;1;1;7
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;1;2;1;4;12
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;1;4
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 082 Rest doenças do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;3;7
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;1;-;1;6
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;1;5
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;1;-;1;-;-;-;-;-;-;1;2;-;2;1;2;10
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 086 Insuficiência renal";-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;1;-;1;5
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;4
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO";-;-;-;-;-;-;-;2;2;1;1;-;-;-;-;-;-;-;-;6
". 089 Outras causas obstétricas diretas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
". 090 Causas obstétricas indiretas";-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;3
". 091 Causa obstétrica não espec direta/indireta";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
". 092 Causas maternas tardias e sequelas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";11;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
". 093 Feto e recemnasc afet fat mat e compl grav";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 094 Transt relac duração gestação e cresc fetal";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 096 Trans resp e cardiovas espec per perinatal";2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
". 097 Rest afec originadas no período perinatal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
". 098 Malformações congênitas do sistema nervoso";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 099 Malf congênitas do aparelho circulatório";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 100 Rest de malf cong, deform e anomal Cromoss";1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;-;-;-;2;-;-;1;1;-;2;6;2;3;4;8;9;58;96
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7;8
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;3;15;22
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;-;-;-;2;-;-;1;-;-;2;6;2;2;3;7;5;36;66
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";1;-;-;-;-;-;1;-;1;2;1;-;2;-;-;2;3;2;7;22
". 104 Acidentes de transporte";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
". 105 Quedas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4
". 108 Envenen, intoxic por ou expos a subst nociv";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
". 110 Agressões";-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;3
". 111 Eventos(fatos) cuja intenção é indeterminada";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;2;7
". 113 Todas as outras causas externas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;1;5
"Total";15;3;4;2;3;4;2;4;7;12;13;14;27;22;24;45;67;51;191;510
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
