 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 270070 BATALHA, 270570 OLHO D'AGUA DAS FLORES, 270710 PIRANHAS
Sexo: Masc
Período:2021
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
". 096 Trans resp e cardiovas espec per perinatal";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
". 097 Rest afec originadas no período perinatal";2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 098 Malformações congênitas do sistema nervoso";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 100 Rest de malf cong, deform e anomal Cromoss";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;-;-;-;2;-;-;-;-;4;2;-;1;2;1;-;1;6;19
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;-;-;-;2;-;-;-;-;4;2;-;1;2;1;-;1;5;18
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;-;-;-;4;10;6;5;5;3;2;2;-;1;2;-;1;2;43
". 104 Acidentes de transporte";-;-;-;-;-;1;1;1;2;2;2;1;-;-;-;1;-;1;1;13
". 105 Quedas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;3
". 106 Afogamento e submersões acidentais";-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;3
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2
". 110 Agressões";-;-;-;-;-;2;6;4;2;3;-;-;1;-;-;-;-;-;-;18
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
". 112 Intervenções legais e operações de guerra";-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;3
"Total";6;4;2;2;3;6;10;8;7;7;17;16;10;11;15;29;25;24;42;244
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
