 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 280020 AQUIDABA, 280120 CANINDE DE SAO FRANCISCO, 280160 CEDRO DE SAO JOAO, 280450 NOSSA SENHORA DA GLORIA, 280460 NOSSA SENHORA DAS DORES, 280550 POCO VERDE, 280600 RIBEIROPOLIS, 280710 SIMAO DIAS
Sexo: Fem
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"032-052 NEOPLASIAS";-;-;-;-;1;1;-;2;2;4;2;8;11;11;14;10;10;15;13;104
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;3
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;1;5
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;1;-;-;-;-;-;-;1;1;2;1;-;-;2;-;8
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;1;6
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;1;5
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;4;1;-;9
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;2;-;-;2;4;3;-;2;1;1;15
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;1;1;1;2;1;1;2;1;-;1;2;13
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;3
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;2;5
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;3
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;4
". 050 Leucemia";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;1;4
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;2;1;3;4;15
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;3
". 053 Anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;-;-;1;-;2;1;-;1;3;1;2;4;8;7;15;45
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;1;-;-;1;3;1;2;4;8;7;11;38
". 056 Desnutrição";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;3;5
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;2;6;11
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;3
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;6;8
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;-;-;2;-;-;1;1;1;2;-;-;-;1;1;4;9;22
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;8;11
". 062 Epilepsia";-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;1;-;4
". 063 Restante das doenças do sistema nervoso";-;-;-;-;-;1;-;-;1;-;-;2;-;-;-;1;-;1;1;7
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;-;1;2;-;-;1;1;9;7;8;15;14;18;69;145
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;2;3;1;16;27
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;1;-;-;-;1;4;1;4;8;4;7;22;52
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;1;-;-;-;1;4;1;3;6;3;7;21;47
". 069 Outras doenças cardíacas";-;-;-;-;-;-;1;1;-;-;-;-;3;-;1;1;2;1;7;17
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;2;5;9;21;41
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;3;7
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;1;1;-;-;-;-;-;1;-;2;2;2;-;7;4;10;19;49
". 074 Pneumonia";-;-;1;1;-;-;-;-;-;1;-;1;-;-;-;5;1;3;8;21
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;3;6;13
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;3
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;2;1;4;5;15
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;1;-;-;-;-;1;1;1;2;1;1;-;1;3;-;7;19
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;3
". 079 Peritonite";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 082 Rest doenças do aparelho digestivo";-;-;-;1;-;-;-;-;1;-;-;1;-;1;-;1;2;-;5;12
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;3
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;4;1;-;1;9
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;4
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;4
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
". 090 Causas obstétricas indiretas";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";10;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
". 093 Feto e recemnasc afet fat mat e compl grav";3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 094 Transt relac duração gestação e cresc fetal";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 096 Trans resp e cardiovas espec per perinatal";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 097 Rest afec originadas no período perinatal";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 099 Malf congênitas do aparelho circulatório";1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 100 Rest de malf cong, deform e anomal Cromoss";-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;-;1;-;-;-;-;1;2;1;2;5;6;4;6;7;8;56;99
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;7
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;2;6
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;-;1;-;-;-;-;1;2;1;2;4;6;3;6;5;8;47;86
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;-;2;1;2;2;3;1;3;2;1;5;1;-;4;5;3;11;46
". 104 Acidentes de transporte";-;-;-;-;-;-;-;2;-;-;2;1;1;-;-;1;1;-;-;8
". 105 Quedas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;2;5;10
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;1;-;1;-;1;-;-;1;1;-;-;2;-;-;7
". 110 Agressões";-;-;-;-;1;1;2;-;-;1;-;-;2;-;-;-;-;-;-;7
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;2;1;-;5
". 113 Todas as outras causas externas";-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;6;9
"Total";11;2;4;7;2;5;6;7;9;13;10;22;41;37;34;61;64;81;235;651
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
