 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 320080 BAIXO GUANDU, 320350 MONTANHA
Sexo: Masc
Período:2017
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;3
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;3
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;3
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;3
". 060 Meningite";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;-;-;1;1;-;1;4;3;4;9;7;5;8;20;63
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;1;3;8
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;-;-;1;-;1;2;5;4;2;4;9;28
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;-;-;1;-;1;2;4;4;2;4;8;26
". 069 Outras doenças cardíacas";-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;-;-;1;2;7
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;3;2;4;15
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;2;5
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;-;-;-;-;-;-;1;-;-;1;-;2;3;4;2;7;12;32
". 074 Pneumonia";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;3;1;4;10;20
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;1;1;2;1;10
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;-;-;-;-;1;-;-;1;2;3;1;3;2;2;1;16
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;1;-;-;1;1;2;1;2;1;-;-;9
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;1;-;-;1;1;2;1;1;-;-;-;7
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
". 082 Rest doenças do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;2;1;6
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;-;3;7
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;-;2;6
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 094 Transt relac duração gestação e cresc fetal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 097 Rest afec originadas no período perinatal";2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 098 Malformações congênitas do sistema nervoso";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;3
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;3
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;-;-;-;3;3;7;5;2;2;9;5;2;2;1;3;2;4;50
". 104 Acidentes de transporte";-;-;-;-;-;-;1;2;2;1;2;3;3;1;-;1;-;1;1;18
". 105 Quedas";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;3;6
". 107 Exposição à fumaça, ao fogo e às chamas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
". 110 Agressões";-;-;-;-;-;3;2;4;3;-;-;3;-;-;1;-;2;-;-;18
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
". 113 Todas as outras causas externas";-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;4
"Total";3;1;1;1;1;3;3;10;9;2;6;16;15;18;20;21;17;31;51;229
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
