 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 280020 AQUIDABA, 280120 CANINDE DE SAO FRANCISCO, 280160 CEDRO DE SAO JOAO, 280450 NOSSA SENHORA DA GLORIA, 280460 NOSSA SENHORA DAS DORES, 280550 POCO VERDE, 280600 RIBEIROPOLIS, 280710 SIMAO DIAS
Sexo: Fem
Período:2022
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;1;1;4;15;25
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;4;13;20
". 062 Epilepsia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
". 063 Restante das doenças do sistema nervoso";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2;4
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;-;1;-;1;3;2;10;9;8;10;13;18;26;90;191
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;3
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;1;-;2;1;-;2;4;3;9;28;50
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;1;1;-;4;1;4;1;2;2;5;17;38
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;1;1;-;4;1;3;1;2;1;4;14;32
". 069 Outras doenças cardíacas";-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;1;6;5;16;32
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;1;2;1;6;2;5;6;6;6;27;62
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;2;6
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;2;-;-;-;1;-;1;1;-;1;1;2;1;6;4;11;53;84
". 073 Influenza (gripe)";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;1;-;2;6
". 074 Pneumonia";-;-;1;-;-;-;-;-;1;1;-;-;-;1;-;1;-;6;25;36
". 075 Out infec agudas das vias aéreas inferiores";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"... 075.1 Bronquiolite";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3;3;16;25
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;2;10;16
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;-;-;-;-;-;-;-;-;2;3;3;1;3;5;11;28
". 079 Peritonite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;1;1;1;1;9
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;3
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;1;4
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 082 Rest doenças do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;3;7;15
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;1;5
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;3
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;-;-;1;-;1;1;1;1;2;2;2;1;2;5;19
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;2;6
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;3;6
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;1;-;1;1;1;1;-;-;-;1;1;-;7
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
". 089 Outras causas obstétricas diretas";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";8;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
". 093 Feto e recemnasc afet fat mat e compl grav";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
". 094 Transt relac duração gestação e cresc fetal";1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 096 Trans resp e cardiovas espec per perinatal";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 097 Rest afec originadas no período perinatal";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";5;1;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;9
". 099 Malf congênitas do aparelho circulatório";1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 100 Rest de malf cong, deform e anomal Cromoss";4;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;1;-;-;-;1;1;-;-;2;4;4;2;-;3;3;4;32;57
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;14
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;1;-;-;-;1;1;-;-;2;4;4;2;-;3;2;4;18;42
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;1;-;2;2;-;2;2;1;1;1;-;1;1;2;1;3;11;31
". 104 Acidentes de transporte";-;-;-;-;-;1;-;-;-;1;1;-;-;1;1;2;-;-;1;8
". 105 Quedas";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;5;7
". 106 Afogamento e submersões acidentais";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 110 Agressões";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;2
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;3;5
". 113 Todas as outras causas externas";-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;2;6
"Total";14;2;7;3;2;4;4;6;10;11;13;24;25;31;31;43;61;76;282;649
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
