 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 280020 AQUIDABA, 280120 CANINDE DE SAO FRANCISCO, 280160 CEDRO DE SAO JOAO, 280450 NOSSA SENHORA DA GLORIA, 280460 NOSSA SENHORA DAS DORES, 280550 POCO VERDE, 280600 RIBEIROPOLIS, 280710 SIMAO DIAS
Sexo: Fem
Período:2021
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;2;5
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;3
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 050 Leucemia";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;1;1;1;3;11
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;1;3;7
". 053 Anemias";-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;1;3;7
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;-;-;-;-;-;1;2;1;1;-;5;1;10;3;26;50
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;-;1;1;-;1;-;4;1;9;3;25;45
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;3
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;1;-;13;18
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;1;-;12;16
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;-;1;-;-;2;-;-;-;1;1;-;-;1;1;3;8;18
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;6;9
". 062 Epilepsia";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2
". 063 Restante das doenças do sistema nervoso";-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;-;-;1;2;7
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;-;-;-;1;2;4;4;1;9;11;18;19;26;72;167
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;4;3;8;20;39
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;-;-;2;3;1;3;2;5;8;3;19;46
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;-;-;2;3;1;3;2;4;6;3;17;41
". 069 Outras doenças cardíacas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;2;2;4;10;21
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;1;1;1;-;4;5;7;6;9;21;55
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;2;5
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;4;3;8;17;37
". 074 Pneumonia";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;3;6;13
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;4;8;16
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;1;3;8
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;1;-;-;-;-;-;-;1;1;1;-;2;3;2;3;-;2;16
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;2;-;2;7
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;2
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;3
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 082 Rest doenças do aparelho digestivo";-;-;1;-;-;-;-;-;-;-;1;1;-;-;3;2;-;-;-;8
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;4
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;2;5
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;2;2;7;15
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;3
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;2;4;10
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO";-;-;-;-;-;-;2;1;-;1;-;-;-;-;-;-;-;-;-;4
". 090 Causas obstétricas indiretas";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2
". 092 Causas maternas tardias e sequelas";-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;2
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
". 093 Feto e recemnasc afet fat mat e compl grav";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 096 Trans resp e cardiovas espec per perinatal";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 097 Rest afec originadas no período perinatal";2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";-;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
". 098 Malformações congênitas do sistema nervoso";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 099 Malf congênitas do aparelho circulatório";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 100 Rest de malf cong, deform e anomal Cromoss";-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;-;-;1;-;1;-;1;-;1;3;3;3;2;5;5;11;44;80
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;8;12
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;-;-;1;-;1;-;1;-;1;3;2;3;2;3;4;10;34;65
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;-;-;-;2;-;2;2;-;2;1;-;-;-;1;1;2;6;19
". 104 Acidentes de transporte";-;-;-;-;-;1;-;1;1;-;1;1;-;-;-;-;-;1;-;6
". 105 Quedas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;5;7
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;2
". 110 Agressões";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;3
". 113 Todas as outras causas externas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"Total";7;1;6;2;3;2;5;6;8;13;23;25;22;36;42;50;75;73;239;638
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
