Causa - CID-BR-10,<1,1 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 anos e mais,Total,tipologia,sexo,ano,estado
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,4.106009705113848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.106009705113848,IA,F,2021,Alagoas
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",2.2396416573348263,0.7183908045977012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3896356906292617,0,0,3.347668152561789,IA,F,2021,Alagoas
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IA,F,2021,Alagoas
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,0,1.0775862068965518,0.3591954022988506,0,1.0775862068965518,1.0775862068965518,1.0775862068965518,0.7183908045977012,0.7183908045977012,0.7183908045977012,1.0775862068965518,0.3591954022988506,0,0.3591954022988506,0,0.3591954022988506,0.3591954022988506,1.0775862068965518,10.416666666666664,IA,F,2021,Alagoas
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,0.7760962359332556,0,0,0.4925683746475058,0,0.9851367492950115,0,0,0,0.3694262809856293,1.1935310616458792,0,0.7388525619712586,0.3813432577916173,0,1.1775462706416935,0.7791536108060544,1.6043655631375897,8.498019966855496,IA,M,2018,Alagoas
032-052 NEOPLASIAS,0,1.266604391950729,0,0,0.5541394214784439,0,0.4617828512320366,0,0,0.3694262809856293,1.591374748861172,2.0150524417397966,0.7388525619712586,3.8134325779161733,3.177066016476412,4.710185082566774,4.2853448594333,7.219645034119155,30.202906268730878,IA,M,2018,Alagoas
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,0,0.42220146398357633,0,0,0,0,0,0.4433115371827551,0,0,0,0,0,0,0,0.3925154235472311,0,0.4010913907843975,1.6591198154979598,IA,M,2018,Alagoas
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",0,0,0,0,0,0.9851367492950115,0,0.4433115371827551,0.40636890908419226,0.3694262809856293,0.7956873744305861,0.4030104883479592,1.108278842956888,1.906716288958087,0.39713325205955147,1.5700616941889243,3.116614443224218,3.6098225170595777,15.11156837777338,IA,M,2018,Alagoas
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0,0,0,0,0,0,0.7388525619712586,0.39784368721529306,0,0,0.3813432577916173,0,0.3925154235472311,0,0.4010913907843975,2.3116463213097975,IA,M,2018,Alagoas
060-063 DOENÇAS DO SISTEMA NERVOSO,0,0,0.3694262809856293,0,0,0,0,0,0,0.7388525619712586,0,0,0,0,0,0.7850308470944622,0,0,1.8933096900513502,IA,M,2018,Alagoas
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,0,0,0,0.4925683746475058,0,0,0.9235657024640732,1.3299346115482655,1.2191067272525768,2.216557685913776,4.376280559368224,4.433115371827552,4.802541652813181,3.8134325779161733,9.134064797369685,6.67276220030293,10.128996940478709,26.873123182554625,76.41605038445728,IA,M,2018,Alagoas
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,0,0,0.3694262809856293,0,0,0,0.9235657024640732,0,0.40636890908419226,0,0.39784368721529306,0,1.477705123942517,0.3813432577916173,1.1913997561786545,0.7850308470944622,1.5583072216121086,8.021827815687951,15.512818602056498,IA,M,2018,Alagoas
078-082 DOENÇAS DO APARELHO DIGESTIVO,0.3880481179666278,0,0,0,0,0,0.4617828512320366,1.3299346115482655,1.6254756363367688,0.3694262809856293,0.7956873744305861,1.2090314650438776,0,0.7626865155832346,0.7942665041191029,0.7850308470944622,0.3895768054030272,2.406548344706385,11.317495354450005,IA,M,2018,Alagoas
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4010913907843975,0.4010913907843975,IA,M,2018,Alagoas
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0.3694262809856293,0,0,0.3925154235472311,0,0.4010913907843975,1.163033095317258,IA,M,2018,Alagoas
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,4.268529297632907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.268529297632907,IA,M,2018,Alagoas
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",0.3880481179666278,0.8444029279671527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2324510459337805,IA,M,2018,Alagoas
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IA,M,2018,Alagoas
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,0,0,0.7388525619712586,0.7388525619712586,5.171967933798811,7.757951900698216,5.171967933798811,6.280246776755699,3.694262809856293,3.694262809856293,2.955410247885035,2.955410247885035,0,1.108278842956888,1.8471314049281469,0.3694262809856293,0.3694262809856293,1.477705123942517,44.331153718275516,IA,M,2018,Alagoas
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4080655250605989,0.4080655250605989,IA,M,2021,Alagoas
032-052 NEOPLASIAS,0,0,0,0,0,0,0,0,0,0,0,0.38396749900911614,0,0,0,0,0.3828266787658802,0,0.7667941777749964,IA,M,2021,Alagoas
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,0,0,0,0,0,0.3591954022988506,0,0,0,0,0,0,0,0,0,0,0,0,0.3591954022988506,IA,M,2021,Alagoas
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",0.3882045539380366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38001832417124776,0,0.8161310501211978,1.5843539282304822,IA,M,2021,Alagoas
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0,0,0,0.3591954022988506,0.3991060025542784,0.46182266009852224,0.42450365726227796,0,0.38396749900911614,1.1589134677944049,0,0,0,0,0,3.1875086890174504,IA,M,2021,Alagoas
060-063 DOENÇAS DO SISTEMA NERVOSO,0,0.3591954022988506,0,0.4489942528735632,0,0,0,0,0,0,0,0,0,0.3974076791391538,0,0,0,0.8161310501211978,2.021728384432765,IA,M,2021,Alagoas
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,0.7764091078760732,0,0,0,0,0,0,0,0,0.42450365726227796,0.842251288149029,0,0.7726089785296032,0,1.565448618974095,2.2801099450274864,1.5313067150635207,4.080655250605989,12.273293561488074,IA,M,2021,Alagoas
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,0.3882045539380366,0.3591954022988506,0,0,0,0,0,0,0,0,0.4211256440745145,0.38396749900911614,0,0.7948153582783076,1.1740864642305715,0.38001832417124776,1.5313067150635207,3.264524200484792,8.697244161548959,IA,M,2021,Alagoas
078-082 DOENÇAS DO APARELHO DIGESTIVO,0,0,0,0,0,0,0,0,0.46182266009852224,0.42450365726227796,0.842251288149029,0.7679349980182323,1.545217957059206,0.3974076791391538,0,0,0.3828266787658802,0.4080655250605989,5.230030443552901,IA,M,2021,Alagoas
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0,0,0,0,0,0,0,0,0,0,0,0.38396749900911614,0,0,0,0,0.7656533575317604,2.8564586754241925,4.006079531965069,IA,M,2021,Alagoas
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7656533575317604,0,0.7656533575317604,IA,M,2021,Alagoas
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,0,0,0,0,0,0,0,0,0,0,0,0.38396749900911614,0,0,0,0,0,1.224196575181797,1.6081640741909131,IA,M,2021,Alagoas
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,6.5994774169466215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5994774169466215,IA,M,2021,Alagoas
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",1.1646136618141096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1646136618141096,IA,M,2021,Alagoas
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IA,M,2021,Alagoas
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,0,0,0,0,0,0,0,0,0.3591954022988506,0,0,0,0.3591954022988506,0.3591954022988506,0.3591954022988506,0,0.3591954022988506,0.7183908045977012,2.514367816091954,IA,M,2021,Alagoas
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,2.4038824970140453,2.4012708264065905,1.108278842956888,0.42775674640441286,0,0.40831325793148493,1.224939773794455,2.307029428195971,0.8031006108383245,1.5472441885986354,1.1540754893600653,3.06907987280369,2.721440269927469,3.8797488086775287,5.502445118067105,6.6469765155443525,5.790700293977196,21.611437437659315,63.00771997815754,RA,F,2018,Alagoas
032-052 NEOPLASIAS,1.2019412485070227,1.600847217604393,1.477705123942517,0.42775674640441286,1.6888058559343049,1.224939773794455,1.6332530317259395,4.99856376109127,8.031006108383247,9.283465131591814,13.464214042534097,16.49630431631983,19.05008188949228,17.84684451991663,20.830685089825472,21.50492402087878,17.75814756819673,31.216520743285674,189.73600618942888,RA,F,2018,Alagoas
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,0,1.2006354132032953,0,0.42775674640441286,0,0.40831325793148493,0,0.38450490469932846,0,0.3868110471496589,0.38469182978668837,0,0,0.7759497617355059,0.39303179414765027,0,1.5441867450605853,3.6019062396098858,9.507787739728496,RA,F,2018,Alagoas
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",0.8012941656713484,0.8004236088021968,0,0.42775674640441286,1.266604391950729,0.40831325793148493,1.224939773794455,1.5380196187973136,2.0077515270958117,3.0944883771972718,3.4622264680801957,4.987254793305996,13.218424168219133,11.639246426032587,18.079462530791915,21.50492402087878,32.041874960007156,68.43621855258782,184.93922338754862,RA,F,2018,Alagoas
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0,0,0,0,0.38450490469932846,0.40155030541916226,0,0.38469182978668837,1.9181749205023066,0,1.5518995234710116,0.39303179414765027,0.7819972371228648,0,2.4012708264065905,8.217121341555604,RA,F,2018,Alagoas
060-063 DOENÇAS DO SISTEMA NERVOSO,1.6025883313426965,0.8004236088021968,0.3694262809856293,2.138783732022065,0.42220146398357633,1.224939773794455,0.8166265158629699,0.38450490469932846,0.8031006108383245,0.3868110471496589,1.1540754893600653,0.3836349841004612,0.3887771814182099,0.38797488086775295,1.179095382442951,1.1729958556842974,2.7023268038560246,12.006354132032952,28.32464097924361,RA,F,2018,Alagoas
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,1.6025883313426965,1.600847217604393,0.7388525619712586,0.8555134928088257,1.266604391950729,1.6332530317259395,2.8581928055203947,3.8450490469932848,6.826355192125759,8.123031990142838,17.695824170187663,20.332654157324452,28.76951142494754,38.40951320590754,52.66626041578513,66.86076377400495,85.7023643508625,271.74381518834576,611.5309947495516,RA,F,2018,Alagoas
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,2.4038824970140453,2.8014826308076883,0,0.42775674640441286,2.1110073199178823,0.40831325793148493,1.6332530317259395,0.7690098093986569,2.4093018325149735,2.7076773300476122,2.6928428085068186,4.603619809205535,5.442880539854939,7.3715227364873055,9.82579485369126,23.459917113685947,25.865127979764804,84.04447892423066,178.97786922118996,RA,F,2018,Alagoas
078-082 DOENÇAS DO APARELHO DIGESTIVO,0,0.4002118044010984,0,0.42775674640441286,0.42220146398357633,0,0.40831325793148493,1.1535147140979856,2.4093018325149735,3.0944883771972718,3.0775346382935074,2.3018099046027674,5.442880539854939,4.655698570413035,4.323349735624154,5.473980659860055,5.018606921446903,15.208048567241743,53.8176977338679,RA,F,2018,Alagoas
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0,0,0,0,0.42220146398357633,0,0.40831325793148493,0,0,0.3868110471496589,0.38469182978668837,0.7672699682009224,0,0,0.39303179414765027,0.3909986185614324,0.7720933725302928,5.602965261615378,9.528376613907085,RA,F,2018,Alagoas
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0,0,0.42220146398357633,0,0.8166265158629699,0.38450490469932846,0,0.3868110471496589,0,0.3836349841004612,0.3887771814182099,0.7759497617355059,0,0.3909986185614324,0,2.8014826308076883,6.7509871083188315,RA,F,2018,Alagoas
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,0.4006470828356742,0,0,0,0,0,0.8166265158629699,0.7690098093986569,0.8031006108383245,1.5472441885986354,0.38469182978668837,2.3018099046027674,1.94388590709105,0.38797488086775295,1.5721271765906009,3.12798894849146,3.0883734901211715,9.605083305626362,26.748563650712114,RA,F,2018,Alagoas
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",0,0,0,0.42775674640441286,1.6888058559343049,0.8166265158629699,1.6332530317259395,1.1535147140979856,0.40155030541916226,0.3868110471496589,0,0,0,0,0,0,0,0,6.508318216594434,RA,F,2018,Alagoas
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,33.654354958196635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.654354958196635,RA,F,2018,Alagoas
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",15.625236230591295,1.600847217604393,0.7388525619712586,0.8555134928088257,0.42220146398357633,0.40831325793148493,0.40831325793148493,0,0.40155030541916226,0,0.38469182978668837,0,0,0.38797488086775295,0,0,0,0,21.233494498895922,RA,F,2018,Alagoas
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RA,F,2018,Alagoas
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,0.7760962359332556,1.477705123942517,0.7388525619712586,2.216557685913776,4.0636890908419225,4.802541652813181,3.324836528870664,3.324836528870664,5.171967933798811,4.0636890908419225,2.955410247885035,3.694262809856293,1.8471314049281469,2.955410247885035,1.8471314049281469,1.108278842956888,1.108278842956888,14.77705123942517,60.25372747461957,RA,F,2018,Alagoas
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,3.8614511333359074,1.9592476489028217,0.41050903119868637,0,0.3791507024265645,1.6163793103448272,2.3399014778325125,5.692908262849707,6.131093935790727,8.096725719708955,8.935901946985693,11.64488320355951,15.668838808941985,13.597201842341246,25.383141762452112,23.69863054874236,26.630626725743273,75.70074759917338,231.74733966033028,RA,F,2021,Alagoas
032-052 NEOPLASIAS,0,2.3510971786833856,2.0525451559934322,1.221264367816092,0.3791507024265645,0.8081896551724139,2.3399014778325125,3.795272175233138,5.722354340071345,8.096725719708955,14.76366408632419,13.973859844271413,21.544653362295225,22.144014428955735,24.992631889183606,24.08713268888569,18.91160448639739,32.89613639126384,200.0801979505149,RA,F,2021,Alagoas
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,0,0,0,0,0.758301404853129,0.40409482758620696,0.389983579638752,0,0,0.38555836760518825,0,0.3881627734519837,0,0,0,1.1655064204299526,0.3859511119672938,3.1707119413266347,7.0482704268591405,RA,F,2021,Alagoas
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",1.1584353400007723,0,0.41050903119868637,0.40708812260536403,0,0.8081896551724139,1.1699507389162562,1.1385816525699415,1.6349583828775265,3.0844669408415064,3.1081398076471976,6.210604375231739,8.226140374694545,12.043235917502239,19.1349837901562,21.756119848025786,27.40252894967787,72.92637465051259,180.62030757763063,RA,F,2021,Alagoas
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0,0,0.40409482758620696,0.389983579638752,0,0.40873959571938173,0.7711167352103765,2.331104855735398,0.7763255469039674,0.7834419404470994,0.38849148120974974,0.7810197465369878,0.38850214014331746,1.543804447869175,1.9816949633291465,10.948319860329558,RA,F,2021,Alagoas
060-063 DOENÇAS DO SISTEMA NERVOSO,1.5445804533343628,0.39184952978056425,0.8210180623973727,1.6283524904214555,1.5166028097062578,0.40409482758620696,0.389983579638752,0,0,0,0,0.7763255469039674,0.7834419404470994,1.1654744436292492,1.5620394930739754,3.10801712114654,2.315706671803763,15.060881721301515,31.46836869117108,RA,F,2021,Alagoas
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3905098732684939,0,0,0,0.3905098732684939,RA,F,2021,Alagoas
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,0,0,0,0.8141762452107281,1.1374521072796937,0.8081896551724139,1.5599343185550079,4.93385382780308,2.4524375743162903,12.723426130971214,12.821076706544691,24.45425472747497,30.554235677436875,34.575741827667734,46.47067491895077,69.15338094551053,77.19022239345877,288.13844766805784,607.7875047244106,RA,F,2021,Alagoas
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,1.9307255666679541,1.1755485893416928,1.2315270935960592,1.221264367816092,0,0.8081896551724139,1.5599343185550079,0.7590544350466276,1.6349583828775265,2.3133502056311297,5.050727187426696,4.269790507971821,6.267535523576795,7.769829624194996,11.71529619805482,18.259600586735925,23.157066718037626,73.71905263584424,162.84345159654742,RA,F,2021,Alagoas
078-082 DOENÇAS DO APARELHO DIGESTIVO,1.1584353400007723,0,0,0,0.758301404853129,0.8081896551724139,0,0.7590544350466276,0,3.0844669408415064,1.9425873797794986,3.10530218761587,2.742046791564847,4.273406293307247,5.076628352490421,3.8850214014331748,6.5611689034439955,17.835254669962318,51.98986375551182,RA,F,2021,Alagoas
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0,0,0,0,0,0,0,0.3795272175233138,0,0,0,0.3881627734519837,1.5668838808941985,0.7769829624194995,0,1.1655064204299526,3.087608895738351,5.54874589732161,12.913418047778908,RA,F,2021,Alagoas
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0,0,0,0,0,0,0,0.38555836760518825,0.7770349519117993,0,0.7834419404470994,0.38849148120974974,1.5620394930739754,1.1655064204299526,1.9297555598364695,5.15240690465578,12.144235119170013,RA,F,2021,Alagoas
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,0,0,0,0,0.3791507024265645,0,0,0,1.2262187871581451,0,2.7196223316912973,0.3881627734519837,1.5668838808941985,3.1079318496779984,1.9525493663424702,2.7195149810032224,2.7016577837710565,12.68284776530654,29.44454022172348,RA,F,2021,Alagoas
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",0,0,0,0,1.1374521072796937,1.6163793103448272,2.3399014778325125,1.518108870093255,1.2262187871581451,0,0,0,0,0,0,0,0,0,7.838060552708433,RA,F,2021,Alagoas
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,34.75306020002317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.75306020002317,RA,F,2021,Alagoas
