Causa - CID-BR-10,<1,1 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 anos e mais,Total,tipologia,sexo,ano,estado
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",2,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,3,IA,F,2021,Alagoas
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0,2,0.6666666666666666,1,0.6666666666666666,1.666666666666667,1.333333333333333,7.333333333333333,16,IA,F,2021,Alagoas
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,0,1,0.3333333333333333,0,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,1,9.666666666666668,IA,F,2021,Alagoas
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,0.6666666666666666,0,0,0.3333333333333333,0,0.6666666666666666,0,0,0,0.3333333333333333,1,0,0.6666666666666666,0.3333333333333333,0,1,0.6666666666666666,1.333333333333333,7,IA,M,2018,Alagoas
032-052 NEOPLASIAS,0,1,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,1.333333333333333,1.666666666666667,0.6666666666666666,3.333333333333333,2.666666666666667,4,3.666666666666667,6,25.333333333333336,IA,M,2018,Alagoas
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,0,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333,1.3333333333333333,IA,M,2018,Alagoas
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",0,0,0,0,0,0.6666666666666666,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,1.666666666666667,0.3333333333333333,1.333333333333333,2.666666666666667,3,12.666666666666668,IA,M,2018,Alagoas
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,1.9999999999999998,IA,M,2018,Alagoas
060-063 DOENÇAS DO SISTEMA NERVOSO,0,0,0.3333333333333333,0,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0.6666666666666666,0,0,1.6666666666666665,IA,M,2018,Alagoas
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,0,0,0,0.3333333333333333,0,0,0.6666666666666666,1,1,2,3.666666666666667,3.666666666666667,4.333333333333333,3.333333333333333,7.666666666666667,5.666666666666667,8.666666666666666,22.33333333333333,64.33333333333333,IA,M,2018,Alagoas
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,0,0,0.3333333333333333,0,0,0,0.6666666666666666,0,0.3333333333333333,0,0.3333333333333333,0,1.333333333333333,0.3333333333333333,1,0.6666666666666666,1.333333333333333,6.666666666666667,13,IA,M,2018,Alagoas
078-082 DOENÇAS DO APARELHO DIGESTIVO,0.3333333333333333,0,0,0,0,0,0.3333333333333333,1,1.333333333333333,0.3333333333333333,0.6666666666666666,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,2,9.333333333333334,IA,M,2018,Alagoas
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,IA,M,2018,Alagoas
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0.3333333333333333,1,IA,M,2018,Alagoas
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,3.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666666666666667,IA,M,2018,Alagoas
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,IA,M,2018,Alagoas
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",0,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,0.6666666666666666,0.6666666666666666,0,0.3333333333333333,1,1,1,4,12,IA,M,2018,Alagoas
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,0,0,0.6666666666666666,0.6666666666666666,4.666666666666667,7,4.666666666666667,5.666666666666667,3.333333333333333,3.333333333333333,2.666666666666667,2.666666666666667,0,1,1.666666666666667,0.3333333333333333,0.3333333333333333,1.333333333333333,40,IA,M,2018,Alagoas
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.333333333333333,1.333333333333333,2.666666666666667,2.666666666666667,2,4,5.333333333333333,4.333333333333333,7.666666666666667,33.99999999999999,IA,M,2021,Alagoas
032-052 NEOPLASIAS,0,0.3333333333333333,0,0.3333333333333333,0.6666666666666666,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.333333333333333,1,2,3,4,3.333333333333333,5.666666666666667,3.333333333333333,26,IA,M,2021,Alagoas
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,1,IA,M,2021,Alagoas
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0.3333333333333333,1.666666666666667,0,0.6666666666666666,2,1,3.666666666666667,2,4,16,IA,M,2021,Alagoas
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,1,0,0,0,0,0.3333333333333333,3,IA,M,2021,Alagoas
060-063 DOENÇAS DO SISTEMA NERVOSO,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,2,3,IA,M,2021,Alagoas
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,0.6666666666666666,0,0,0,0,0,0,1,0.3333333333333333,1.666666666666667,2,3.333333333333333,7,4.666666666666667,8.333333333333334,7,7.333333333333333,15.66666666666667,59.00000000000001,IA,M,2021,Alagoas
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0,1,2,1.666666666666667,2.666666666666667,4.666666666666667,13.666666666666668,IA,M,2021,Alagoas
078-082 DOENÇAS DO APARELHO DIGESTIVO,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,1,2.333333333333333,1,1,0.6666666666666666,1,1.666666666666667,11.666666666666664,IA,M,2021,Alagoas
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333,1,IA,M,2021,Alagoas
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0.3333333333333333,IA,M,2021,Alagoas
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0.6666666666666666,2.333333333333333,3.333333333333333,IA,M,2021,Alagoas
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,5.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.666666666666667,IA,M,2021,Alagoas
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,IA,M,2021,Alagoas
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",0.3333333333333333,0,0,0.3333333333333333,0.6666666666666666,0,0,0.3333333333333333,0.6666666666666666,1.333333333333333,1.666666666666667,0.6666666666666666,1.333333333333333,1.666666666666667,2,1.333333333333333,1.666666666666667,6.666666666666667,20.666666666666668,IA,M,2021,Alagoas
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,0,0,0,0.3333333333333333,4.333333333333333,6.666666666666667,5.333333333333333,4.666666666666667,5.333333333333333,1.666666666666667,2.333333333333333,2,2,1,1,0.3333333333333333,0.6666666666666666,1.333333333333333,39,IA,M,2021,Alagoas
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,2,2,1,0.3333333333333333,0,0.3333333333333333,1,2,0.6666666666666666,1.333333333333333,1,2.666666666666667,2.333333333333333,3.333333333333333,4.666666666666667,5.666666666666667,5,18,53.33333333333333,RA,F,2018,Alagoas
032-052 NEOPLASIAS,1,1.333333333333333,1.333333333333333,0.3333333333333333,1.333333333333333,1,1.333333333333333,4.333333333333333,6.666666666666667,8,11.66666666666667,14.33333333333333,16.33333333333333,15.33333333333333,17.66666666666667,18.33333333333333,15.33333333333333,26,161.66666666666666,RA,F,2018,Alagoas
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,0,1,0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,0,0.6666666666666666,0.3333333333333333,0,1.333333333333333,3,8,RA,F,2018,Alagoas
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",0.6666666666666666,0.6666666666666666,0,0.3333333333333333,1,0.3333333333333333,1,1.333333333333333,1.666666666666667,2.666666666666667,3,4.333333333333333,11.33333333333333,10,15.33333333333333,18.33333333333333,27.66666666666667,57,156.66666666666666,RA,F,2018,Alagoas
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,1.666666666666667,0,1.333333333333333,0.3333333333333333,0.6666666666666666,0,2,7,RA,F,2018,Alagoas
060-063 DOENÇAS DO SISTEMA NERVOSO,1.333333333333333,0.6666666666666666,0.3333333333333333,1.666666666666667,0.3333333333333333,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,2.333333333333333,10,23.666666666666668,RA,F,2018,Alagoas
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,1.333333333333333,1.333333333333333,0.6666666666666666,0.6666666666666666,1,1.333333333333333,2.333333333333333,3.333333333333333,5.666666666666667,7,15.33333333333333,17.66666666666667,24.66666666666667,33,44.66666666666666,57,74,226.3333333333333,517.3333333333333,RA,F,2018,Alagoas
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,2,2.333333333333333,0,0.3333333333333333,1.666666666666667,0.3333333333333333,1.333333333333333,0.6666666666666666,2,2.333333333333333,2.333333333333333,4,4.666666666666667,6.333333333333333,8.333333333333334,20,22.33333333333333,70,151,RA,F,2018,Alagoas
078-082 DOENÇAS DO APARELHO DIGESTIVO,0,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,1,2,2.666666666666667,2.666666666666667,2,4.666666666666667,4,3.666666666666667,4.666666666666667,4.333333333333333,12.66666666666667,45.66666666666668,RA,F,2018,Alagoas
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.666666666666667,8,RA,F,2018,Alagoas
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0,0,0.3333333333333333,0,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.3333333333333333,0,2.333333333333333,5.666666666666666,RA,F,2018,Alagoas
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,0.3333333333333333,0,0,0,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.333333333333333,0.3333333333333333,2,1.666666666666667,0.3333333333333333,1.333333333333333,2.666666666666667,2.666666666666667,8,22.666666666666668,RA,F,2018,Alagoas
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",0,0,0,0.3333333333333333,1.333333333333333,0.6666666666666666,1.333333333333333,1,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,5.333333333333332,RA,F,2018,Alagoas
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,RA,F,2018,Alagoas
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",13,1.333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,17.66666666666666,RA,F,2018,Alagoas
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",1.666666666666667,1,0,1,1.333333333333333,0.6666666666666666,1.333333333333333,0.6666666666666666,2,1.333333333333333,1.666666666666667,2,3.666666666666667,4,6.666666666666667,8,7.333333333333333,40,84.33333333333334,RA,F,2018,Alagoas
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,0.6666666666666666,1.333333333333333,0.6666666666666666,2,3.666666666666667,4.333333333333333,3,3,4.666666666666667,3.666666666666667,2.666666666666667,3.333333333333333,1.666666666666667,2.666666666666667,1.666666666666667,1,1,13.33333333333333,54.33333333333332,RA,F,2018,Alagoas
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,3.333333333333333,1.666666666666667,0.3333333333333333,0,0.3333333333333333,1.333333333333333,2,5,5,7,7.666666666666667,10,13.33333333333333,11.66666666666667,21.66666666666667,20.33333333333333,23,63.66666666666666,197.33333333333331,RA,F,2021,Alagoas
032-052 NEOPLASIAS,0,2,1.666666666666667,1,0.3333333333333333,0.6666666666666666,2,3.333333333333333,4.666666666666667,7,12.66666666666667,12,18.33333333333333,19,21.33333333333333,20.66666666666667,16.33333333333333,27.66666666666667,170.66666666666669,RA,F,2021,Alagoas
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,0,0,0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0,1,0.3333333333333333,2.666666666666667,6,RA,F,2021,Alagoas
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",1,0,0.3333333333333333,0.3333333333333333,0,0.6666666666666666,1,1,1.333333333333333,2.666666666666667,2.666666666666667,5.333333333333333,7,10.33333333333333,16.33333333333333,18.66666666666667,23.66666666666667,61.33333333333334,153.66666666666669,RA,F,2021,Alagoas
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.6666666666666666,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.333333333333333,1.666666666666667,9.333333333333332,RA,F,2021,Alagoas
060-063 DOENÇAS DO SISTEMA NERVOSO,1.333333333333333,0.3333333333333333,0.6666666666666666,1.333333333333333,1.333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0.6666666666666666,0.6666666666666666,1,1.333333333333333,2.666666666666667,2,12.66666666666667,26.66666666666667,RA,F,2021,Alagoas
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0.3333333333333333,RA,F,2021,Alagoas
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,0,0,0,0.6666666666666666,1,0.6666666666666666,1.333333333333333,4.333333333333333,2,11,11,21,26,29.66666666666667,39.66666666666666,59.33333333333334,66.66666666666667,242.3333333333333,516.6666666666666,RA,F,2021,Alagoas
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,1.666666666666667,1,1,1,0,0.6666666666666666,1.333333333333333,0.6666666666666666,1.333333333333333,2,4.333333333333333,3.666666666666667,5.333333333333333,6.666666666666667,10,15.66666666666667,20,62,138.33333333333334,RA,F,2021,Alagoas
078-082 DOENÇAS DO APARELHO DIGESTIVO,1,0,0,0,0.6666666666666666,0.6666666666666666,0,0.6666666666666666,0,2.666666666666667,1.666666666666667,2.666666666666667,2.333333333333333,3.666666666666667,4.333333333333333,3.333333333333333,5.666666666666667,15,44.33333333333333,RA,F,2021,Alagoas
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0.3333333333333333,1.333333333333333,0.6666666666666666,0,1,2.666666666666667,4.666666666666667,11,RA,F,2021,Alagoas
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0,0.6666666666666666,0.3333333333333333,1.333333333333333,1,1.666666666666667,4.333333333333333,10.333333333333332,RA,F,2021,Alagoas
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,0,0,0,0,0.3333333333333333,0,0,0,1,0,2.333333333333333,0.3333333333333333,1.333333333333333,2.666666666666667,1.666666666666667,2.333333333333333,2.333333333333333,10.66666666666667,25,RA,F,2021,Alagoas
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",0,0,0,0,1,1.333333333333333,2,1.333333333333333,1,0,0,0,0,0,0,0,0,0,6.666666666666666,RA,F,2021,Alagoas
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,RA,F,2021,Alagoas
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",8.333333333333334,1.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,10.333333333333334,RA,F,2021,Alagoas
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",1.666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,1,1,2.666666666666667,2.666666666666667,4,5,7.666666666666667,7.666666666666667,11.33333333333333,13,13.33333333333333,58.66666666666666,133,RA,F,2021,Alagoas
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,1,1.333333333333333,2.333333333333333,1.666666666666667,3.666666666666667,4.666666666666667,4.666666666666667,4.333333333333333,2.333333333333333,3.333333333333333,1.333333333333333,3.333333333333333,3.666666666666667,1.333333333333333,2.666666666666667,2.666666666666667,4,13.66666666666667,62,RA,F,2021,Alagoas
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,2.666666666666667,1.333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.333333333333333,2,3,4.333333333333333,3.333333333333333,4,3.333333333333333,5.333333333333333,4,3.666666666666667,5.666666666666667,13,58.66666666666666,RA,M,2018,Alagoas
032-052 NEOPLASIAS,0,0.6666666666666666,1.333333333333333,1.333333333333333,4.666666666666667,1,1,1.333333333333333,3.333333333333333,5,6.666666666666667,13,12.33333333333333,14,19,25.33333333333333,27.66666666666667,48.33333333333334,186,RA,M,2018,Alagoas
