 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 310650 BERILO, 310825 BONITO DE MINAS, 311700 COMERCINHO, 311783 CONEGO MARINHO, 311950 CORONEL MURTA, 312650 FRANCISCO BADARO, 312733 GAMELEIRAS, 313065 INDAIABIRA, 313652 JOSE GONCALVES DE MINAS, 313657 JOSENOPOLIS, 313695 JUVENILIA, 314225 MIRAVANIA, 314270 MONTALVANIA, 314537 NOVORIZONTE, 315560 RIO PARDO DE MINAS, 315650 RUBELITA, 315660 RUBIM, 316245 SAO JOAO DAS MISSOES, 317065 VARGEM GRANDE DO RIO PARDO, 317160 VIRGEM DA LAPA
Sexo: Fem
Período:2022
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;-;-;1;-;-;2;1;-;-;-;-;-;2;2;1;7;16
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;7;10
". 062 Epilepsia";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;3
". 063 Restante das doenças do sistema nervoso";-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;3
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;1;-;-;-;1;-;2;3;5;14;15;12;20;70;143
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;6;3;1;4;19;34
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;5;3;1;10;23
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;5;2;1;8;20
". 069 Outras doenças cardíacas";-;-;-;-;-;1;-;-;-;1;-;-;1;-;2;4;4;8;20;41
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;1;-;2;5;3;4;7;15;37
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6;7
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;1;3;-;-;-;1;2;-;2;1;2;2;4;3;4;7;52;84
". 073 Influenza (gripe)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
". 074 Pneumonia";-;-;-;3;-;-;-;-;1;-;1;1;-;1;3;2;2;4;30;48
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;1;2;12;19
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
". 077 Restante  doenças do aparelho respiratório";-;-;1;-;-;-;-;-;1;-;1;-;1;1;-;-;1;1;8;15
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;3;6;2;14;30
". 079 Peritonite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;1;1;6
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;4
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3
". 082 Rest doenças do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;6;1;9;19
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;3
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;1;2;2;9;18
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;5
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;2;-;6;11
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO";-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;2
". 089 Outras causas obstétricas diretas";-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;2
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
". 093 Feto e recemnasc afet fat mat e compl grav";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 096 Trans resp e cardiovas espec per perinatal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 097 Rest afec originadas no período perinatal";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 099 Malf congênitas do aparelho circulatório";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 100 Rest de malf cong, deform e anomal Cromoss";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;-;-;1;-;-;2;-;-;-;3;4;3;4;4;5;6;47;79
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;6
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;7;10
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;-;-;1;-;-;2;-;-;-;3;3;3;4;3;5;5;34;63
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;1;-;-;-;-;-;2;1;1;3;-;-;1;1;1;1;7;19
". 104 Acidentes de transporte";-;-;-;-;-;-;-;-;2;-;-;2;-;-;-;-;-;1;-;5
". 105 Quedas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;3
". 106 Afogamento e submersões acidentais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4
". 113 Todas as outras causas externas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;4
"Total";4;2;3;3;1;3;4;5;8;8;9;18;19;25;41;46;49;54;290;592
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
