 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 310650 BERILO, 310825 BONITO DE MINAS, 311700 COMERCINHO, 311783 CONEGO MARINHO, 311950 CORONEL MURTA, 312650 FRANCISCO BADARO, 312733 GAMELEIRAS, 313065 INDAIABIRA, 313652 JOSE GONCALVES DE MINAS, 313657 JOSENOPOLIS, 313695 JUVENILIA, 314225 MIRAVANIA, 314270 MONTALVANIA, 314537 NOVORIZONTE, 315560 RIO PARDO DE MINAS, 315650 RUBELITA, 315660 RUBIM, 316245 SAO JOAO DAS MISSOES, 317065 VARGEM GRANDE DO RIO PARDO, 317160 VIRGEM DA LAPA
Sexo: Fem
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;1;-;2;-;2;-;-;2;1;-;8
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;4
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;4
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;4
". 050 Leucemia";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;2;1;1;2;10
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;3
". 053 Anemias";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;3
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;-;-;-;1;-;-;-;2;-;4;1;2;6;4;11;31
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;2;6;2;6;20
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;2;4;10
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;1;-;2;7
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;2;6
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;1;4
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;2;6;12
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;6;8
". 062 Epilepsia";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2
". 063 Restante das doenças do sistema nervoso";-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;2
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;-;-;1;1;2;1;4;5;8;9;9;9;10;73;132
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;1;1;3;3;1;3;2;19;33
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;1;-;-;-;1;2;1;2;2;1;3;12;25
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;1;-;-;-;1;2;1;2;1;1;3;12;24
". 069 Outras doenças cardíacas";-;-;-;-;-;-;-;-;1;1;1;1;1;4;3;4;3;2;15;36
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;2;2;2;23;33
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;5
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;-;-;-;-;-;1;-;-;1;1;2;1;1;4;2;5;28;46
". 074 Pneumonia";-;-;-;-;-;-;-;-;-;-;1;1;2;1;1;-;2;5;18;31
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5;6
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;5;9
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;-;-;-;1;1;-;1;-;1;1;2;2;2;7;9;27
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;3;-;7
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;3
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
". 082 Rest doenças do aparelho digestivo";-;-;-;-;-;-;-;1;1;-;-;-;-;1;2;1;-;4;9;19
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;5
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;2;5
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;1;-;10;14
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;4
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;7;9
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO";-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;3
". 089 Outras causas obstétricas diretas";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
". 090 Causas obstétricas indiretas";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6
". 096 Trans resp e cardiovas espec per perinatal";4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
". 097 Rest afec originadas no período perinatal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";3;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6
". 099 Malf congênitas do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 100 Rest de malf cong, deform e anomal Cromoss";3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;1;-;-;-;-;-;-;1;-;2;-;2;2;3;4;4;30;49
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;5;8
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;1;-;-;-;-;-;-;-;-;2;-;2;1;2;4;4;23;39
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;-;2;-;2;1;3;1;1;1;1;-;1;-;2;1;1;6;23
". 104 Acidentes de transporte";-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;3
". 105 Quedas";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;5;8
". 106 Afogamento e submersões acidentais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 108 Envenen, intoxic por ou expos a subst nociv";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;3
". 110 Agressões";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;1;4
". 113 Todas as outras causas externas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"Total";7;2;3;2;1;2;2;8;10;8;7;19;20;30;22;33;44;48;218;486
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
