 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 310650 BERILO, 310825 BONITO DE MINAS, 311700 COMERCINHO, 311783 CONEGO MARINHO, 311950 CORONEL MURTA, 312650 FRANCISCO BADARO, 312733 GAMELEIRAS, 313065 INDAIABIRA, 313652 JOSE GONCALVES DE MINAS, 313657 JOSENOPOLIS, 313695 JUVENILIA, 314225 MIRAVANIA, 314270 MONTALVANIA, 314537 NOVORIZONTE, 315560 RIO PARDO DE MINAS, 315650 RUBELITA, 315660 RUBIM, 316245 SAO JOAO DAS MISSOES, 317065 VARGEM GRANDE DO RIO PARDO, 317160 VIRGEM DA LAPA
Sexo: Masc
Período:2018
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;1;1;1;2;-;-;2;1;-;-;-;8
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;1;4
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;4
". 082 Rest doenças do aparelho digestivo";-;-;-;-;-;-;-;-;2;-;2;1;-;1;1;2;3;1;5;18
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;1;1;2;6;14
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;1;5
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;4;7
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
". 093 Feto e recemnasc afet fat mat e compl grav";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
". 096 Trans resp e cardiovas espec per perinatal";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 097 Rest afec originadas no período perinatal";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 100 Rest de malf cong, deform e anomal Cromoss";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;-;1;-;-;1;2;1;7;5;5;3;3;9;11;4;9;28;89
". 101 Senilidade";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;8
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;-;-;2;1;2;2;3;1;3;1;2;9;26
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;-;-;-;-;1;2;1;5;4;3;1;-;8;8;3;5;14;55
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;-;-;-;6;4;5;7;9;5;3;7;3;1;2;3;2;-;57
". 104 Acidentes de transporte";-;-;-;-;-;3;-;2;3;3;1;2;3;-;-;1;2;1;-;21
". 106 Afogamento e submersões acidentais";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 107 Exposição à fumaça, ao fogo e às chamas";-;-;-;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;4
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;1;-;-;1;3;-;1;1;2;-;-;1;-;-;10
". 110 Agressões";-;-;-;-;-;1;3;1;2;2;1;-;2;-;1;-;-;-;-;13
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;-;-;-;-;1;-;1;1;-;1;1;-;1;-;1;-;7
". 113 Todas as outras causas externas";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"Total";9;2;3;4;1;12;9;9;17;20;27;29;38;40;45;55;55;73;145;593
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
